[('Deletio;GEOMETRY
94;POLYGON ((627798.7735208767 5803895.810120174, 627680.3804217747 5803848.341503573, 627610.8196266453 5804054.63231959, 627732.8576406682 5804105.269128098, 627725.1395416168 5804065.822305596, 627798.7735208767 5803895.810120174))
95;POLYGON ((627766.8356730851 5803676.99186066, 627680.3804217747 5803848.341503573, 627798.7735208767 5803895.810120174, 627879.665505158 5803722.515925673, 627766.8356730851 5803676.99186066))
96;POLYGON ((628175.7530917368 5803892.2425322225, 627879.665505158 5803722.515925673, 627798.7735208767 5803895.810120174, 628181.219893319 5804077.572925534, 628181.8692431436 5804064.020693337, 628175.7530917368 5803892.2425322225))
97;POLYGON ((627879.665505158 5803722.515925673, 628175.7530917368 5803892.2425322225, 628172.6843856634 5803739.915330873, 627933.6417778857 5803602.597965442, 627879.665505158 5803722.515925673))
98;POLYGON ((628172.6843856634 5803739.915330873, 628162.7886289599 5803494.737707551, 628194.5228922691 5803435.149830065, 628064.3813575206 5803357.206539796, 628003.5287312645 5803477.713278658, 627992.3443909197 5803477.82241033, 627933.6417778857 5803602.597965442, 628172.6843856634 5803739.915330873))
99;POLYGON ((627815.0436606111 5803550.142069197, 627766.8356730851 5803676.99186066, 627879.665505158 5803722.515925673, 627933.6417778857 5803602.597965442, 627992.3443909197 5803477.82241033, 628003.5287312645 5803477.713278658, 628064.3813575206 5803357.206539796, 628051.5071897317 5803348.611770423, 627970.3276294807 5803294.416468616, 627832.0863657132 5803489.650398946, 627815.0436606111 5803550.142069197))
100;POLYGON ((628209.5479185663 5803219.962360872, 628181.5535346605 5803250.173819427, 628162.4690845073 5803234.661750951, 628127.78213292 5803273.263014395, 628119.8809112263 5803266.528541309, 628051.5071897317 5803348.611770423, 628064.3813575206 5803357.206539796, 628194.5228922691 5803435.149830065, 628312.0629278069 5803312.500456323, 628308.6808126919 5803309.739318635, 628209.5479185663 5803219.962360872))
101;POLYGON ((628209.5479185663 5803219.962360872, 628183.9721686906 5803181.849588592, 628093.694737582 5803108.695853584, 628088.4044719394 5803104.023675532, 627961.9791250932 5803226.489938462, 627970.3276294807 5803294.416468616, 628051.5071897317 5803348.611770423, 628119.8809112263 5803266.528541309, 628127.78213292 5803273.263014395, 628162.4690845073 5803234.661750951, 628181.5535346605 5803250.173819427, 628209.5479185663 5803219.962360872))
102;POLYGON ((628490.5136949092 5802930.3433156675, 628445.0246910709 5802846.226532762, 628405.2540133048 5802886.888858711, 628388.3585994393 5802893.293121081, 628299.9774664078 5802952.661646347, 628168.0080369707 5802979.20224738, 628128.6290123063 5803008.965900953, 628088.4044719394 5803104.023675532, 628093.694737582 5803108.695853584, 628183.9721686906 5803181.849588592, 628277.3591345178 5803088.805749399, 628490.5136949092 5802930.3433156675))
103;POLYGON ((628490.5136949092 5802930.3433156675, 628277.3591345178 5803088.805749399, 628183.9721686906 5803181.849588592, 628209.5479185663 5803219.962360872, 628308.6808126919 5803309.739318635, 628312.0629278069 5803312.500456323, 628558.2542780114 5803055.6071103485, 628490.5136949092 5802930.3433156675))
104;POLYGON ((628812.9674297054 5803005.50371771, 628765.956351261 5802764.426252351, 628707.85381652 5802768.769096251, 628490.5136949092 5802930.3433156675, 628558.2542780114 5803055.6071103485, 628812.9674297054 5803005.50371771))
105;POLYGON ((628765.956351261 5802764.426252351, 628765.2754558523 5802591.214953835, 628677.2407966969 5802599.737326924, 628485.6528353974 5802806.067912951, 628445.0246910709 5802846.226532762, 628490.5136949092 5802930.3433156675, 628707.85381652 5802768.769096251, 628765.956351261 5802764.426252351))
106;POLYGON ((628765.2754558523 5802591.214953835, 628765.956351261 5802764.426252351, 629122.225782518 5802737.150464226, 629136.1134198897 5802735.960653442, 629135.3547096737 5802695.72569022, 629126.4450321458 5802556.564744311, 628908.0480758531 5802577.393560458, 628765.2754558523 5802591.214953835))
107;POLYGON ((628765.956351261 5802764.426252351, 628812.9674297054 5803005.50371771, 629111.3791010187 5802946.804563041, 629120.3679897875 5802799.255407435, 629122.225782518 5802737.150464226, 628765.956351261 5802764.426252351))
108;POLYGON ((629610.9446506386 5802954.214071508, 629561.7741588297 5802952.800116679, 629120.3679897875 5802799.255407435, 629111.3791010187 5802946.804563041, 629556.666987215 5803095.455438458, 629610.9446506386 5802954.214071508))
109;POLYGON ((629120.3679897875 5802799.255407435, 629561.7741588297 5802952.800116679, 629610.9446506386 5802954.214071508, 629653.8386308355 5802823.8182836175, 629199.5126293496 5802696.074065435, 629135.3547096737 5802695.72569022, 629136.1134198897 5802735.960653442, 629122.225782518 5802737.150464226, 629120.3679897875 5802799.255407435))
110;POLYGON ((629135.3547096737 5802695.72569022, 629199.5126293496 5802696.074065435, 629653.8386308355 5802823.8182836175, 629697.6831957003 5802690.532552955, 629335.6259373663 5802572.340385716, 629267.7692215574 5802552.743068735, 629126.4450321458 5802556.564744311, 629135.3547096737 5802695.72569022))
111;POLYGON ((629653.8386308355 5802823.8182836175, 629923.6463872818 5802925.733536748, 629946.5693073918 5802857.448620606, 629854.0698242798 5802776.9850924425, 629697.6831957003 5802690.532552955, 629653.8386308355 5802823.8182836175))
112;POLYGON ((629923.6463872818 5802925.733536748, 629653.8386308355 5802823.8182836175, 629610.9446506386 5802954.214071508, 629872.4958888035 5803050.130542125, 629923.6463872818 5802925.733536748))
113;POLYGON ((629872.4958888035 5803050.130542125, 629610.9446506386 5802954.214071508, 629556.666987215 5803095.455438458, 629818.545253264 5803181.337259384, 629872.4958888035 5803050.130542125))
114;POLYGON ((629818.545253264 5803181.337259384, 629556.666987215 5803095.455438458, 629499.5515815362 5803282.088197923, 629743.0210951704 5803365.010005541, 629818.545253264 5803181.337259384))
115;POLYGON ((629743.0210951704 5803365.010005541, 629499.5515815362 5803282.088197923, 629456.643398448 5803422.296537405, 629686.2587078986 5803503.054403429, 629743.0210951704 5803365.010005541))
116;POLYGON ((629743.0210951704 5803365.010005541, 629686.2587078986 5803503.054403429, 629778.2718863063 5803539.512557256, 629969.9013732781 5803442.281875081, 629743.0210951704 5803365.010005541))
117;POLYGON ((629818.545253264 5803181.337259384, 629743.0210951704 5803365.010005541, 629969.9013732781 5803442.281875081, 630095.4264733343 5803383.0139901135, 630218.2506155395 5803312.419080391, 629818.545253264 5803181.337259384))
118;POLYGON ((630102.9062634119 5803134.626775244, 629872.4958888035 5803050.130542125, 629818.545253264 5803181.337259384, 630218.2506155395 5803312.419080391, 630363.7532198447 5803230.284845865, 630102.9062634119 5803134.626775244))
119;POLYGON ((629872.4958888035 5803050.130542125, 630102.9062634119 5803134.626775244, 630144.2642973319 5803008.344130919, 629923.6463872818 5802925.733536748, 629872.4958888035 5803050.130542125))
120;POLYGON ((630102.9062634119 5803134.626775244, 630363.7532198447 5803230.284845865, 630460.7424638707 5803184.151612305, 630516.2221605792 5803176.540309858, 630527.7626302616 5803149.692847288, 630144.2642973319 5803008.344130919, 630102.9062634119 5803134.626775244))
121;POLYGON ((629946.5693073918 5802857.448620606, 629923.6463872818 5802925.733536748, 630144.2642973319 5803008.344130919, 630527.7626302616 5803149.692847288, 630567.9391563371 5803044.752814133, 630406.5730086869 5802997.235413457, 630177.1678016172 5802937.702714932, 630078.6281144643 5802869.561811535, 629946.5693073918 5802857.448620606))
122;POLYGON ((630637.3167062454 5803248.785662573, 630767.083927768 5803351.147737377, 630892.8480742291 5803233.259208679, 630739.1833743126 5803178.535394052, 630661.3649191255 5803082.504455988, 630567.9391563371 5803044.752814133, 630527.7626302616 5803149.692847288, 630516.2221605792 5803176.540309858, 630637.3167062454 5803248.785662573))
123;POLYGON ((630516.2221605792 5803176.540309858, 630460.7424638707 5803184.151612305, 630363.7532198447 5803230.284845865, 630218.2506155395 5803312.419080391, 630095.4264733343 5803383.0139901135, 630165.4893284795 5803511.739662523, 630462.4227511481 5803352.554388216, 630622.7467025678 5803266.6050355835, 630637.3167062454 5803248.785662573, 630516.2221605792 5803176.540309858))
124;POLYGON ((630165.4893284795 5803511.739662523, 630095.4264733343 5803383.0139901135, 629969.9013732781 5803442.281875081, 629778.2718863063 5803539.512557256, 629843.323798003 5803607.156195051, 629885.8002773483 5803600.272911071, 629942.0256182705 5803617.306879646, 629998.3810471754 5803601.325916538, 630165.4893284795 5803511.739662523))
125;POLYGON ((630165.4893284795 5803511.739662523, 629998.3810471754 5803601.325916538, 629942.0256182705 5803617.306879646, 629885.8002773483 5803600.272911071, 629843.323798003 5803607.156195051, 630080.1778201123 5803875.708501306, 630300.828431753 5803760.397049081, 630165.4893284795 5803511.739662523))
126;POLYGON ((630605.748411613 5803601.025512653, 630813.5548947182 5803491.86018876, 630846.706391269 5803429.863744517, 630807.113094399 5803393.194268354, 630767.083927768 5803351.147737377, 630637.3167062454 5803248.785662573, 630622.7467025678 5803266.6050355835, 630462.4227511481 5803352.554388216, 630165.4893284795 5803511.739662523, 630300.828431753 5803760.397049081, 630478.5434861641 5803667.539108469, 630605.748411613 5803601.025512653))
127;POLYGON ((630736.9533681878 5803808.595155403, 630605.748411613 5803601.025512653, 630478.5434861641 5803667.539108469, 630300.828431753 5803760.397049081, 630080.1778201123 5803875.708501306, 630108.6079518173 5803904.05296725, 630261.1191783379 5804076.352574554, 630341.6215226189 5804026.012651217, 630513.9832547611 5803918.720488864, 630736.9533681878 5803808.595155403))
128;POLYGON ((631074.0778473294 5803631.194731787, 631061.741550954 5803598.230325967, 630988.229815894 5803539.683035588, 630846.706391269 5803429.863744517, 630813.5548947182 5803491.86018876, 630605.748411613 5803601.025512653, 630736.9533681878 5803808.595155403, 630980.954052033 5803680.884204091, 631025.3579477447 5803657.643011128, 631074.0778473294 5803631.194731787))
129;POLYGON ((630767.083927768 5803351.147737377, 630807.113094399 5803393.194268354, 630846.706391269 5803429.863744517, 630988.229815894 5803539.683035588, 631061.741550954 5803598.230325967, 631074.0778473294 5803631.194731787, 631198.7380718678 5803563.521160601, 631164.4714402955 5803521.787753576, 631116.450399308 5803463.302843594, 630892.8480742291 5803233.259208679, 630767.083927768 5803351.147737377))
130;POLYGON ((631198.7380718678 5803563.521160601, 631315.3856499087 5803750.334275901, 631372.9270475002 5803808.887730263, 631534.2127815455 5803967.74604064, 631593.6740877933 5804014.916603042, 631589.9554761578 5803847.813379741, 631537.5379787425 5803640.091305192, 631517.1711024063 5803566.08306844, 631198.7380718678 5803563.521160601))
131;POLYGON ((631161.1650152205 5803807.792082105, 631536.6624679193 5804198.570254417, 631567.8765511445 5804097.1647013435, 631593.6740877933 5804014.916603042, 631534.2127815455 5803967.74604064, 631372.9270475002 5803808.887730263, 631315.3856499087 5803750.334275901, 631198.7380718678 5803563.521160601, 631074.0778473294 5803631.194731787, 631161.0566520477 5803746.039740136, 631129.9131978704 5803775.114030063, 631161.1650152205 5803807.792082105))
132;POLYGON ((631147.0723127304 5803891.166106018, 631111.7732443674 5803846.48251708, 631161.1650152205 5803807.792082105, 631129.9131978704 5803775.114030063, 631161.0566520477 5803746.039740136, 631074.0778473294 5803631.194731787, 631025.3579477447 5803657.643011128, 630980.954052033 5803680.884204091, 630736.9533681878 5803808.595155403, 630784.7210788745 5803878.088714102, 630970.3572296199 5804051.099163327, 631147.0723127304 5803891.166106018))
133;POLYGON ((631161.1650152205 5803807.792082105, 631111.7732443674 5803846.48251708, 631147.0723127304 5803891.166106018, 630970.3572296199 5804051.099163327, 631229.055365537 5804377.627339698, 631467.1370082219 5804253.2196724415, 631536.6624679193 5804198.570254417, 631161.1650152205 5803807.792082105))
134;POLYGON ((630513.9832547611 5803918.720488864, 630553.9349698194 5803989.306258395, 630623.358956572 5804043.450815677, 630660.5001287484 5804081.523504004, 630702.3970803273 5804123.66684918, 631031.8851322926 5804471.166721958, 631229.055365537 5804377.627339698, 630970.3572296199 5804051.099163327, 630784.7210788745 5803878.088714102, 630736.9533681878 5803808.595155403, 630513.9832547611 5803918.720488864))
135;POLYGON ((631031.8851322926 5804471.166721958, 630702.3970803273 5804123.66684918, 630660.5001287484 5804081.523504004, 630623.358956572 5804043.450815677, 630553.9349698194 5803989.306258395, 630513.9832547611 5803918.720488864, 630341.6215226189 5804026.012651217, 630547.7167381442 5804156.9317069, 630755.1258013716 5804378.671831039, 630819.1798811895 5804540.097604868, 630998.0809228304 5804487.203744744, 631031.8851322926 5804471.166721958))
136;POLYGON ((630819.1798811895 5804540.097604868, 630755.1258013716 5804378.671831039, 630547.7167381442 5804156.9317069, 630341.6215226189 5804026.012651217, 630261.1191783379 5804076.352574554, 630313.770614563 5804214.101259109, 630244.9545362556 5804472.0523321135, 630139.7019179371 5804463.176339952, 630013.162162552 5804415.298389591, 630061.5502996776 5804532.023609969, 630341.8417207436 5804627.168014291, 630819.1798811895 5804540.097604868))
137;POLYGON ((626189.3089595909 5807755.6503634555, 625713.7890551767 5808064.662299769, 625613.7741543781 5808193.933165996, 625541.2579533036 5808287.661449938, 625316.195911151 5808947.257991961, 625340.8297242037 5809216.174710114, 625732.487409323 5809143.932456888, 626221.0404766065 5808987.892062591, 626413.5675349003 5808948.146165351, 626600.3833685669 5808909.579296935, 626819.0046605822 5808723.399059907, 626743.0427547218 5808603.559614201, 626189.3089595909 5807755.6503634555))
138;POLYGON ((625105.3163766128 5808644.971486616, 624387.5022513976 5808758.88396488, 624190.1236540874 5808744.475272983, 624198.2768472426 5809155.401221638, 623903.4375435228 5809442.539401608, 623813.4763984871 5809505.143758009, 623911.3866554855 5809486.5661513815, 623914.5504112026 5809485.971939238, 623965.4954078166 5809476.149394869, 624013.1129634667 5809467.117346691, 624017.3398008627 5809466.35654468, 624029.8237492298 5809463.96760732, 624051.4674966965 5809459.880299196, 624062.649031765 5809457.54839793, 624076.1389008272 5809454.992592587, 624080.5656030502 5809454.2383896075, 624101.1002040125 5809450.4145801095, 624139.8610763146 5809442.990863906, 624195.0329535175 5809432.407505104, 624282.3141272403 5809415.881488917, 624353.7938093485 5809402.2351108, 624542.4589642121 5809366.247300639, 624633.3674989508 5809348.940651545, 624828.3747645324 5809311.761613755, 624885.5586192465 5809300.844479976, 624912.3385720687 5809295.726247463, 624933.679290731 5809291.72895347, 625019.8284412433 5809276.165899126, 625020.0151072885 5809276.572227492, 625194.0552324319 5809244.203071175, 625340.8297242037 5809216.174710114, 625316.195911151 5808947.257991961, 625105.3163766128 5808644.971486616))
139;POLYGON ((625105.3163766128 5808644.971486616, 624688.777326881 5808050.908210597, 624363.2464750025 5808282.688219145, 624187.8749273613 5808631.143360721, 624190.1236540874 5808744.475272983, 624387.5022513976 5808758.88396488, 625105.3163766128 5808644.971486616))
