ID;DEPARTURE;ORIGIN;DESTINATION;SERVICE
18072;07:00:11;629741.6273134408 5800847.506130841;630311.6526074877 5801154.261038382;PersonalVehicle
139;07:00:12;628374.3589458368 5803958.36595793;625506.3564786583 5800324.4571683705;PersonalVehicle
15229;07:00:12;627829.6550883014 5802716.56651363;628746.5609465039 5801807.568742029;PersonalVehicle
48903;07:00:12;627498.1724596496 5810012.366902584;628025.0861307916 5807066.513094128;PersonalVehicle
14879;07:00:12;626088.8134802486 5800971.691576134;625506.3564786583 5800324.4571683705;PersonalVehicle
29861;07:00:13;632357.7464165204 5800288.209577048;633480.6171529355 5802462.518826877;PersonalVehicle
21319;07:00:13;632333.432175864 5804313.61957603;631168.2550188373 5803222.395617704;PersonalVehicle
17394;07:00:13;629462.6611538641 5800497.448305766;632357.7464165204 5800288.209577048;PersonalVehicle
3814;07:00:14;627851.0640840053 5803136.061982169;630429.4214908563 5801706.5317928875;PersonalVehicle
49548;07:00:14;632357.7464165204 5800288.209577048;630213.5861772824 5802668.390269957;PersonalVehicle
34238;07:00:14;626946.2319591178 5804876.929687276;625506.3564786583 5800324.4571683705;PersonalVehicle
2071;07:00:15;625495.2665135056 5806727.877555828;627026.3372239067 5805315.115675414;PersonalVehicle
49378;07:00:15;625506.3564786583 5800324.4571683705;628796.318909859 5807659.528016352;PersonalVehicle
34410;07:00:15;630377.2935286161 5799276.878224155;627544.7805338664 5800537.98672237;PersonalVehicle
14972;07:00:15;627011.3536991896 5801771.197301409;629711.18198316 5802342.276232958;PersonalVehicle
1434;07:00:15;631096.7142818879 5803863.254802077;631065.2745382766 5803815.481733547;PersonalVehicle
15764;07:00:15;628022.5895501724 5801805.996149745;630385.7072071525 5802778.904495501;PersonalVehicle
28260;07:00:15;631295.6880579446 5807942.343626831;630016.2226552009 5806686.630689416;PersonalVehicle
14894;07:00:15;626386.6336965753 5801736.83095451;628025.0861307916 5807066.513094128;PersonalVehicle
15412;07:00:15;628136.4554337413 5802185.76663206;625506.3564786583 5800324.4571683705;PersonalVehicle
34914;07:00:16;630377.2935286161 5799276.878224155;627482.8883523437 5801080.1086393725;PersonalVehicle
23756;07:00:16;632034.7248170677 5801807.328390018;632176.4055370553 5801989.26311193;PersonalVehicle
27925;07:00:16;629394.6315464777 5805839.75630079;629492.8035507043 5805723.092485455;PersonalVehicle
40343;07:00:16;627498.1724596496 5810012.366902584;632224.3107680695 5807410.908294374;PersonalVehicle
35644;07:00:16;631913.9173730104 5808124.069404383;629668.711972529 5806203.978466947;PersonalVehicle
22164;07:00:17;634266.520278123 5803737.794336154;632830.3038002892 5804124.373187255;PersonalVehicle
24183;07:00:17;632191.8908914916 5800694.603822068;625506.3564786583 5800324.4571683705;PersonalVehicle
14716;07:00:18;625726.2090247892 5801364.820395517;625506.3564786583 5800324.4571683705;PersonalVehicle
34747;07:00:18;630377.2935286161 5799276.878224155;626951.1710040068 5801743.57861758;PersonalVehicle
3688;07:00:18;626661.192627925 5803154.9167776285;625495.2665135056 5806727.877555828;PersonalVehicle
15853;07:00:18;626319.8344404912 5801169.807873524;630377.2935286161 5799276.878224155;PersonalVehicle
49154;07:00:18;625506.3564786583 5800324.4571683705;631952.8769783764 5807152.082884503;PersonalVehicle
14954;07:00:19;626520.6214815072 5801695.021151539;625506.3564786583 5800324.4571683705;PersonalVehicle
48107;07:00:19;630377.2935286161 5799276.878224155;626941.4929023454 5800657.555134347;PersonalVehicle
26879;07:00:19;632714.9343128875 5807540.846040559;628701.8445680389 5809144.266157806;PersonalVehicle
32878;07:00:19;633672.1088953787 5801895.047217489;630686.9080327023 5804693.974495777;PersonalVehicle
30890;07:00:19;633672.1088953787 5801895.047217489;630686.9080327023 5804693.974495777;PersonalVehicle
15823;07:00:20;626201.8642122626 5801007.144786226;625506.3564786583 5800324.4571683705;PersonalVehicle
18741;07:00:21;625506.3564786583 5800324.4571683705;629855.7929470009 5800722.842230969;PersonalVehicle
20912;07:00:21;632838.9781161591 5803483.888708199;633672.1088953787 5801895.047217489;PersonalVehicle
21180;07:00:21;632332.37984576 5804180.851118188;629823.2068353894 5801746.886615942;PersonalVehicle
20331;07:00:21;631093.9987505685 5802446.41144746;632176.4055370553 5801989.26311193;PersonalVehicle
38291;07:00:21;634266.520278123 5803737.794336154;629668.711972529 5806203.978466947;PersonalVehicle
33186;07:00:21;630032.157890623 5803839.628700764;632357.7464165204 5800288.209577048;PersonalVehicle
15466;07:00:22;627937.775130631 5801995.850804269;630383.8668532941 5800673.830420761;PersonalVehicle
737;07:00:22;627859.0886626908 5804352.544580611;625506.3564786583 5800324.4571683705;PersonalVehicle
24135;07:00:23;632643.8346312812 5800796.725346192;632357.7464165204 5800288.209577048;PersonalVehicle
21053;07:00:23;631636.5930422292 5803652.218973112;625506.3564786583 5800324.4571683705;PersonalVehicle
2557;07:00:24;628724.4868718842 5805994.013595775;629541.8535636779 5804873.032657778;PersonalVehicle
36141;07:00:24;631913.9173730104 5808124.069404383;630934.8564850392 5799856.190352573;PersonalVehicle
23937;07:00:24;632366.6885949441 5801805.811120337;632357.7464165204 5800288.209577048;PersonalVehicle
14760;07:00:24;625760.9584456222 5801479.378619453;625506.3564786583 5800324.4571683705;PersonalVehicle
849;07:00:24;628690.4244912346 5802877.417001715;630311.6526074877 5801154.261038382;PersonalVehicle
16466;07:00:25;627631.8800370087 5801691.128988416;625506.3564786583 5800324.4571683705;PersonalVehicle
14882;07:00:25;626379.3224088809 5801463.631401353;630377.2935286161 5799276.878224155;PersonalVehicle
47990;07:00:25;630377.2935286161 5799276.878224155;625789.3343575794 5800457.240423721;PersonalVehicle
37677;07:00:25;634266.520278123 5803737.794336154;625646.8030724141 5806901.830403392;PersonalVehicle
5898;07:00:25;625960.060177092 5803034.461966141;629568.5582639948 5802671.712136098;PersonalVehicle
17961;07:00:25;630067.3276854069 5801029.853002856;633159.514814451 5802540.680358802;PersonalVehicle
37337;07:00:26;631913.9173730104 5808124.069404383;626386.0782711251 5806076.136704188;PersonalVehicle
24738;07:00:26;630483.2546653287 5806580.815437653;628149.9078702495 5809309.376016442;PersonalVehicle
23334;07:00:27;631187.8578577493 5801441.813783509;625826.8258250288 5806418.778790863;PersonalVehicle
21578;07:00:27;632155.6184758556 5804800.554681534;632562.9187772468 5804372.072875707;PersonalVehicle
14209;07:00:27;629813.053885865 5801874.723772939;628746.5609465039 5801807.568742029;PersonalVehicle
27660;07:00:27;630340.4019173818 5808099.398864318;631866.3640289842 5804384.063591917;PersonalVehicle
21509;07:00:27;632384.5425553153 5804839.074781236;629598.3611937991 5801684.590036811;PersonalVehicle
37675;07:00:27;631913.9173730104 5808124.069404383;628025.0861307916 5807066.513094128;PersonalVehicle
35795;07:00:27;631913.9173730104 5808124.069404383;631067.1622477788 5800156.840483306;PersonalVehicle
25411;07:00:27;631101.2743254027 5806520.309208117;631164.265517905 5808609.96390633;PersonalVehicle
45293;07:00:28;625506.3564786583 5800324.4571683705;628308.0737171167 5800591.434230332;PersonalVehicle
15148;07:00:28;627183.173071776 5801944.61404661;630377.2935286161 5799276.878224155;PersonalVehicle
1131;07:00:28;630415.6437299794 5803832.980629962;630588.493228089 5803809.636311952;PersonalVehicle
21680;07:00:28;632153.6363831654 5804853.32899634;625506.3564786583 5800324.4571683705;PersonalVehicle
26127;07:00:28;628872.301183526 5809711.915093192;628946.5744033937 5809756.541689586;PersonalVehicle
43349;07:00:28;625495.2665135056 5806727.877555828;625817.0158322025 5802305.126417828;PersonalVehicle
25605;07:00:29;628925.3343667659 5808129.693673532;628998.8397297015 5807193.799172029;PersonalVehicle
33489;07:00:29;625506.3564786583 5800324.4571683705;627300.5435062828 5803518.463182017;PersonalVehicle
27312;07:00:30;630138.8442511917 5808435.062228088;631866.3640289842 5804384.063591917;PersonalVehicle
14408;07:00:30;626147.7529342693 5802156.078988132;625506.3564786583 5800324.4571683705;PersonalVehicle
3910;07:00:30;627801.4079042589 5803381.878938156;634266.520278123 5803737.794336154;PersonalVehicle
17219;07:00:30;629206.1874442227 5800482.429718479;629032.3156570528 5801601.285047079;PersonalVehicle
24512;07:00:31;630711.2850590668 5799686.8775495775;627482.8883523437 5801080.1086393725;PersonalVehicle
33801;07:00:31;625495.2665135056 5806727.877555828;626811.8939939459 5804501.047139397;PersonalVehicle
20928;07:00:31;632928.7899720091 5803566.607772496;625506.3564786583 5800324.4571683705;PersonalVehicle
24139;07:00:32;632495.5588046862 5800921.3248807285;633672.1088953787 5801895.047217489;PersonalVehicle
953;07:00:33;629726.8990834643 5802773.890622952;626440.1611168272 5802851.42964378;PersonalVehicle
7836;07:00:33;625495.2665135056 5806727.877555828;631952.8769783764 5807152.082884503;PersonalVehicle
50814;07:00:33;634266.520278123 5803737.794336154;630588.493228089 5803809.636311952;PersonalVehicle
36374;07:00:33;631913.9173730104 5808124.069404383;628025.0861307916 5807066.513094128;PersonalVehicle
15901;07:00:33;626225.4477775053 5801001.510847897;625506.3564786583 5800324.4571683705;PersonalVehicle
28251;07:00:34;631631.4881073468 5808081.558410101;630377.455892681 5808099.935047022;PersonalVehicle
13121;07:00:34;627545.5097532284 5800647.809008743;630377.2935286161 5799276.878224155;PersonalVehicle
39922;07:00:34;627498.1724596496 5810012.366902584;628976.3062983977 5805583.608747534;PersonalVehicle
6669;07:00:34;625495.2665135056 5806727.877555828;626242.469439851 5802276.568772678;PersonalVehicle
39796;07:00:35;627498.1724596496 5810012.366902584;627659.8754597463 5808596.108896154;PersonalVehicle
28219;07:00:35;631657.603308447 5808114.64406089;631866.3640289842 5804384.063591917;PersonalVehicle
37635;07:00:35;631913.9173730104 5808124.069404383;629897.1272620267 5803931.598380222;PersonalVehicle
26880;07:00:35;632555.1202857598 5807660.449532272;631952.8769783764 5807152.082884503;PersonalVehicle
27156;07:00:35;630987.1332363378 5808696.983171302;631913.9173730104 5808124.069404383;PersonalVehicle
2716;07:00:36;627657.4765787129 5806339.352630213;626386.0782711251 5806076.136704188;PersonalVehicle
19683;07:00:36;630137.6689734891 5802769.364436207;625871.0507655835 5804220.696952324;PersonalVehicle
18276;07:00:36;630009.8988676921 5800390.950519941;632357.7464165204 5800288.209577048;PersonalVehicle
14264;07:00:37;629797.8656360725 5801921.046226055;630506.0697654895 5799963.758332894;PersonalVehicle
39321;07:00:37;625495.2665135056 5806727.877555828;628796.318909859 5807659.528016352;PersonalVehicle
27617;07:00:39;630056.2664322675 5807891.19013025;630247.6758216984 5807908.20494658;PersonalVehicle
15443;07:00:40;628073.1579703185 5802083.894583721;625646.8030724141 5806901.830403392;PersonalVehicle
25394;07:00:41;631080.3915658636 5806599.291521858;628701.8445680389 5809144.266157806;PersonalVehicle
4538;07:00:41;625893.7125186867 5805008.866300552;625495.2665135056 5806727.877555828;PersonalVehicle
21994;07:00:41;630526.205371583 5804703.397114438;630377.2935286161 5799276.878224155;PersonalVehicle
3719;07:00:42;626983.8589170863 5803205.572635672;625506.3564786583 5800324.4571683705;PersonalVehicle
35789;07:00:42;631913.9173730104 5808124.069404383;632488.2706533654 5800554.810386354;PersonalVehicle
16668;07:00:42;628001.24872008 5801669.095008027;627852.405848404 5802557.469768596;PersonalVehicle
27078;07:00:42;631018.0910833982 5808710.884666165;625495.2665135056 5806727.877555828;PersonalVehicle
19944;07:00:42;630350.3795062449 5802385.679791496;632357.7464165204 5800288.209577048;PersonalVehicle
25124;07:00:43;630551.690477762 5805627.127447124;630377.455892681 5808099.935047022;PersonalVehicle
17257;07:00:43;629093.7914017926 5800557.3516678335;628308.7672744119 5802844.24148766;PersonalVehicle
13418;07:00:44;625506.3564786583 5800324.4571683705;630934.8564850392 5799856.190352573;PersonalVehicle
42190;07:00:44;625506.3564786583 5800324.4571683705;627544.7805338664 5800537.98672237;PersonalVehicle
13751;07:00:44;629597.4192329266 5802368.13224429;629690.3290099716 5801386.759115638;PersonalVehicle
1349;07:00:44;630970.3412714812 5803383.298230575;632380.8215499514 5803807.548815491;PersonalVehicle
3699;07:00:45;626608.1011811725 5802952.652663935;630965.684483718 5801683.091775081;PersonalVehicle
21589;07:00:46;632647.756258557 5804720.005374929;631578.2996255945 5804846.908574782;PersonalVehicle
37585;07:00:46;631913.9173730104 5808124.069404383;628025.0861307916 5807066.513094128;PersonalVehicle
19220;07:00:46;630377.2935286161 5799276.878224155;628746.5609465039 5801807.568742029;PersonalVehicle
24894;07:00:47;629967.8866898619 5805360.6066974485;631179.1003612746 5804535.5735330805;PersonalVehicle
38496;07:00:48;625495.2665135056 5806727.877555828;627411.1971072122 5806820.351844081;PersonalVehicle
25480;07:00:48;630266.8875578815 5807398.701769051;630016.2226552009 5806686.630689416;PersonalVehicle
3435;07:00:48;627420.4248328212 5803705.597269885;628430.8655472898 5803903.67936379;PersonalVehicle
17333;07:00:48;629187.0336849482 5800519.278215926;629030.2433407984 5801376.085142421;PersonalVehicle
25659;07:00:49;628663.3824062343 5808526.630507424;628796.318909859 5807659.528016352;PersonalVehicle
3085;07:00:49;627223.8396233297 5805124.611440323;625506.3564786583 5800324.4571683705;PersonalVehicle
15106;07:00:50;627376.0860023326 5801851.68273901;628410.0608139561 5802343.693533575;PersonalVehicle
9311;07:00:50;625506.3564786583 5800324.4571683705;625965.6093359436 5801026.913977332;PersonalVehicle
14002;07:00:50;628531.8384015514 5801616.090866447;629230.2702246804 5802496.898199618;PersonalVehicle
40400;07:00:50;627498.1724596496 5810012.366902584;628578.9402645028 5807960.518716605;PersonalVehicle
1265;07:00:50;630388.3971829148 5803793.472952256;630592.9984209237 5807928.390698057;PersonalVehicle
1914;07:00:51;625495.2665135056 5806727.877555828;627026.3372239067 5805315.115675414;PersonalVehicle
27416;07:00:51;630944.4681036724 5807878.277440978;631913.9173730104 5808124.069404383;PersonalVehicle
44056;07:00:51;625506.3564786583 5800324.4571683705;630582.7691342032 5801950.5187985515;PersonalVehicle
336;07:00:51;630054.142314175 5804566.454574374;630686.9080327023 5804693.974495777;PersonalVehicle
21340;07:00:51;632478.0713050527 5804311.050377609;630048.5437418484 5809108.715137885;PersonalVehicle
4525;07:00:51;625703.5437734262 5804936.542625396;625495.2665135056 5806727.877555828;PersonalVehicle
24727;07:00:52;630555.2021655262 5806755.271335389;627498.1724596496 5810012.366902584;PersonalVehicle
21964;07:00:52;630694.7324140607 5804758.824013801;630686.9080327023 5804693.974495777;PersonalVehicle
2604;07:00:52;628076.1846180181 5806062.077015541;628188.3445625893 5806062.346188031;PersonalVehicle
21118;07:00:53;631710.0165670929 5803875.445566833;625506.3564786583 5800324.4571683705;PersonalVehicle
6043;07:00:53;626536.168723947 5803280.382307794;630934.8564850392 5799856.190352573;PersonalVehicle
27061;07:00:53;630877.9070883398 5808865.704696391;625495.2665135056 5806727.877555828;PersonalVehicle
28118;07:00:54;631423.3670243205 5807466.573320308;631460.4509348224 5807541.794748754;PersonalVehicle
1751;07:00:54;627003.4145564204 5807996.605084983;626181.5651357125 5801880.890915174;PersonalVehicle
27649;07:00:54;630201.0585894443 5808140.9420880275;625495.2665135056 5806727.877555828;PersonalVehicle
27756;07:00:54;629673.9997738992 5807886.493336207;625506.3564786583 5800324.4571683705;PersonalVehicle
34821;07:00:54;630377.2935286161 5799276.878224155;628806.2135138725 5800808.219494563;PersonalVehicle
3639;07:00:54;627013.1844834576 5803359.301374487;625646.8030724141 5806901.830403392;PersonalVehicle
15729;07:00:54;628057.6502656501 5801756.696424734;629018.1929300064 5801894.481615393;PersonalVehicle
21860;07:00:55;632037.4069802052 5804408.064815927;631065.2745382766 5803815.481733547;PersonalVehicle
23833;07:00:55;632370.271482241 5801896.287851997;630588.493228089 5803809.636311952;PersonalVehicle
27399;07:00:55;630682.8618020185 5808215.530309626;629668.711972529 5806203.978466947;PersonalVehicle
5423;07:00:56;626135.939900776 5803999.840872966;626325.7548959967 5804059.926141473;PersonalVehicle
10049;07:00:56;625506.3564786583 5800324.4571683705;625739.4350873419 5803878.816921288;PersonalVehicle
1521;07:00:56;630478.0970263117 5804017.73534732;630686.9080327023 5804693.974495777;PersonalVehicle
20137;07:00:57;631108.023808374 5803426.802323914;632357.7464165204 5800288.209577048;PersonalVehicle
4057;07:00:57;626887.674541501 5802899.705758023;625506.3564786583 5800324.4571683705;PersonalVehicle
16389;07:00:57;627411.3813287502 5801248.570933716;630377.2935286161 5799276.878224155;PersonalVehicle
36557;07:00:58;631913.9173730104 5808124.069404383;629241.4641612115 5800250.761040741;PersonalVehicle
27223;07:00:58;630474.9665806245 5808928.920342339;625495.2665135056 5806727.877555828;PersonalVehicle
50189;07:00:58;632357.7464165204 5800288.209577048;630965.684483718 5801683.091775081;PersonalVehicle
4709;07:00:58;626637.1822074798 5804433.987249265;625506.3564786583 5800324.4571683705;PersonalVehicle
3485;07:00:59;627105.2598621316 5803790.065351705;625495.2665135056 5806727.877555828;PersonalVehicle
17806;07:00:59;630251.8629283725 5801333.13627166;630377.2935286161 5799276.878224155;PersonalVehicle
3909;07:00:59;627824.9390366911 5803267.757228373;634266.520278123 5803737.794336154;PersonalVehicle
28957;07:01:00;632357.7464165204 5800288.209577048;630067.2670755022 5801808.315272171;PersonalVehicle
3489;07:01:00;626953.3004415159 5803767.833992322;625646.8030724141 5806901.830403392;PersonalVehicle
24369;07:01:00;630517.6164758181 5800545.749615856;629032.9629447836 5805166.453968019;PersonalVehicle
18342;07:01:00;627945.9305740715 5800886.854815273;630377.2935286161 5799276.878224155;PersonalVehicle
20974;07:01:00;632458.9400407486 5803795.323235924;634266.520278123 5803737.794336154;PersonalVehicle
4327;07:01:01;626388.0787219417 5805112.100952246;631913.9173730104 5808124.069404383;PersonalVehicle
27767;07:01:01;630148.8054365091 5807415.043995377;631913.9173730104 5808124.069404383;PersonalVehicle
23676;07:01:01;631668.5495497216 5802007.657373473;631127.2365734233 5801323.043143567;PersonalVehicle
33484;07:01:01;625506.3564786583 5800324.4571683705;627409.7229825859 5805249.406265968;PersonalVehicle
5511;07:01:01;626012.163163203 5804073.062416632;625506.3564786583 5800324.4571683705;PersonalVehicle
4549;07:01:01;625862.306041589 5805042.0978481155;625506.3564786583 5800324.4571683705;PersonalVehicle
35349;07:01:01;633672.1088953787 5801895.047217489;634114.9628008456 5804339.587989593;PersonalVehicle
26340;07:01:01;633077.1758337343 5806091.327743657;626386.0782711251 5806076.136704188;PersonalVehicle
4690;07:01:01;626897.509646475 5804462.0635020295;628308.7672744119 5802844.24148766;PersonalVehicle
12666;07:01:01;625506.3564786583 5800324.4571683705;628288.5588032055 5802586.937900695;PersonalVehicle
19357;07:01:02;629958.8894390556 5802226.225731551;631127.9426816598 5804270.651382882;PersonalVehicle
38345;07:01:02;631913.9173730104 5808124.069404383;629119.7918086058 5804204.721233775;PersonalVehicle
17683;07:01:02;630154.1479430607 5801233.591469891;628279.1377961327 5802167.3118915465;PersonalVehicle
39567;07:01:02;627498.1724596496 5810012.366902584;628796.318909859 5807659.528016352;PersonalVehicle
20545;07:01:02;631926.1890682515 5802929.593093828;630814.3386336981 5800572.499761111;PersonalVehicle
33913;07:01:02;630377.2935286161 5799276.878224155;627779.9217949748 5801371.282942763;PersonalVehicle
3451;07:01:04;627401.1216057589 5803528.544338192;628095.2727723011 5803878.342787795;PersonalVehicle
20455;07:01:04;630602.20389028 5801799.104216469;631127.2365734233 5801323.043143567;PersonalVehicle
15095;07:01:04;627208.3811177388 5801826.9988196315;629810.1671632689 5802171.119398364;PersonalVehicle
6780;07:01:04;625495.2665135056 5806727.877555828;625817.0158322025 5802305.126417828;PersonalVehicle
23309;07:01:05;630343.6980849034 5801530.492011829;628966.8007312071 5802116.591206384;PersonalVehicle
24776;07:01:05;630121.0008491294 5806264.62730776;632224.3107680695 5807410.908294374;PersonalVehicle
1808;07:01:05;627608.2671654226 5807153.934412175;625506.3564786583 5800324.4571683705;PersonalVehicle
18326;07:01:05;627860.0317685665 5800864.949143981;625506.3564786583 5800324.4571683705;PersonalVehicle
5831;07:01:05;626492.6431664296 5803235.7575277295;625495.2665135056 5806727.877555828;PersonalVehicle
39481;07:01:05;627498.1724596496 5810012.366902584;631952.8769783764 5807152.082884503;PersonalVehicle
14262;07:01:06;629975.1585863717 5801858.796958215;629931.884741375 5800322.458181231;PersonalVehicle
16132;07:01:07;627012.6526826727 5801325.504623079;625506.3564786583 5800324.4571683705;PersonalVehicle
12897;07:01:07;625506.3564786583 5800324.4571683705;625739.4350873419 5803878.816921288;PersonalVehicle
27640;07:01:07;630201.6337240682 5808137.526302935;625646.8030724141 5806901.830403392;PersonalVehicle
5216;07:01:07;626695.9284265476 5804055.485231523;625506.3564786583 5800324.4571683705;PersonalVehicle
19352;07:01:08;629928.5401659232 5802186.9372278275;631456.5857292587 5804205.176972581;PersonalVehicle
39928;07:01:08;627498.1724596496 5810012.366902584;630467.6870562502 5803163.118489869;PersonalVehicle
20990;07:01:08;632247.6465153014 5803682.511734757;632357.7464165204 5800288.209577048;PersonalVehicle
6069;07:01:08;626701.205228665 5803696.830608685;626922.1313449241 5802597.837366973;PersonalVehicle
47865;07:01:08;630377.2935286161 5799276.878224155;629189.2602473844 5800732.413724616;PersonalVehicle
2922;07:01:09;627416.6773090321 5805522.964705895;625506.3564786583 5800324.4571683705;PersonalVehicle
46338;07:01:09;634266.520278123 5803737.794336154;630588.493228089 5803809.636311952;PersonalVehicle
206;07:01:10;629398.5209305744 5803415.376294386;625495.2665135056 5806727.877555828;PersonalVehicle
38338;07:01:10;634266.520278123 5803737.794336154;633787.9719632127 5805529.43030911;PersonalVehicle
38335;07:01:10;634266.520278123 5803737.794336154;631161.5001696765 5805483.49433852;PersonalVehicle
48309;07:01:11;627498.1724596496 5810012.366902584;628025.0861307916 5807066.513094128;PersonalVehicle
27507;07:01:11;630612.3539291993 5807880.746985759;630016.2226552009 5806686.630689416;PersonalVehicle
34480;07:01:11;630377.2935286161 5799276.878224155;630661.8394774082 5801017.504778628;PersonalVehicle
48496;07:01:12;631913.9173730104 5808124.069404383;625646.8030724141 5806901.830403392;PersonalVehicle
39074;07:01:12;625495.2665135056 5806727.877555828;630934.8564850392 5799856.190352573;PersonalVehicle
39766;07:01:12;625495.2665135056 5806727.877555828;628796.318909859 5807659.528016352;PersonalVehicle
14795;07:01:13;626088.223128554 5801607.205967139;629108.4260458086 5800886.099310421;PersonalVehicle
27467;07:01:13;630594.2424105443 5807552.35835194;630016.2226552009 5806686.630689416;PersonalVehicle
2124;07:01:13;625495.2665135056 5806727.877555828;627411.1971072122 5806820.351844081;PersonalVehicle
50469;07:01:14;625506.3564786583 5800324.4571683705;627544.7805338664 5800537.98672237;PersonalVehicle
5637;07:01:14;625922.1730577276 5803734.463013389;630311.6526074877 5801154.261038382;PersonalVehicle
16710;07:01:14;627883.6228936873 5801454.52362725;632357.7464165204 5800288.209577048;PersonalVehicle
24266;07:01:14;631105.3056237897 5800567.583087692;630661.8394774082 5801017.504778628;PersonalVehicle
26484;07:01:16;633435.7181889461 5806365.913577951;630149.5772699025 5805740.871616085;PersonalVehicle
20172;07:01:16;631404.6921185567 5803250.364925461;628806.2135138725 5800808.219494563;PersonalVehicle
21182;07:01:16;632698.457050508 5804326.020580344;628726.4156892035 5801151.5548479315;PersonalVehicle
39474;07:01:16;627498.1724596496 5810012.366902584;633692.6399642813 5806310.046305737;PersonalVehicle
1716;07:01:16;626709.6522316511 5807839.244410913;625495.2665135056 5806727.877555828;PersonalVehicle
23165;07:01:16;634266.520278123 5803737.794336154;631168.2550188373 5803222.395617704;PersonalVehicle
46788;07:01:17;634266.520278123 5803737.794336154;630588.493228089 5803809.636311952;PersonalVehicle
14689;07:01:17;625948.1820052648 5801542.372901411;625826.8258250288 5806418.778790863;PersonalVehicle
18092;07:01:18;629830.5306009521 5800632.914597267;630377.2935286161 5799276.878224155;PersonalVehicle
5206;07:01:18;626805.9930028043 5804078.69687163;625506.3564786583 5800324.4571683705;PersonalVehicle
27245;07:01:18;630362.8302400428 5808664.760638046;631815.7922090192 5806406.628081438;PersonalVehicle
1980;07:01:18;625495.2665135056 5806727.877555828;625692.6468036837 5804745.850786798;PersonalVehicle
28294;07:01:18;631458.285474681 5807902.577522504;631913.9173730104 5808124.069404383;PersonalVehicle
24371;07:01:18;630779.1656320257 5800384.305613547;629801.1046759082 5803053.893541834;PersonalVehicle
38914;07:01:18;625495.2665135056 5806727.877555828;628578.9402645028 5807960.518716605;PersonalVehicle
4503;07:01:19;625733.6001127001 5804851.509790944;625495.2665135056 5806727.877555828;PersonalVehicle
42740;07:01:19;625495.2665135056 5806727.877555828;628308.7672744119 5802844.24148766;PersonalVehicle
19418;07:01:19;630177.9711136087 5802235.047640248;630946.2986586298 5802873.6561301155;PersonalVehicle
21357;07:01:19;632113.0326440335 5804420.979538321;631161.5001696765 5805483.49433852;PersonalVehicle
45488;07:01:20;625506.3564786583 5800324.4571683705;628308.0737171167 5800591.434230332;PersonalVehicle
22188;07:01:20;634266.520278123 5803737.794336154;631552.3702811857 5803354.946950363;PersonalVehicle
34050;07:01:20;625495.2665135056 5806727.877555828;625938.6553779644 5801909.993013079;PersonalVehicle
19832;07:01:20;630182.0113795751 5802580.174529093;630377.2935286161 5799276.878224155;PersonalVehicle
5685;07:01:21;626039.9527790773 5803457.638707322;625506.3564786583 5800324.4571683705;PersonalVehicle
9770;07:01:22;625506.3564786583 5800324.4571683705;625739.4350873419 5803878.816921288;PersonalVehicle
23891;07:01:22;632189.0606240791 5801540.077838093;625506.3564786583 5800324.4571683705;PersonalVehicle
34241;07:01:22;626842.95960987 5805162.125333787;625506.3564786583 5800324.4571683705;PersonalVehicle
47904;07:01:22;630377.2935286161 5799276.878224155;630814.3386336981 5800572.499761111;PersonalVehicle
5798;07:01:22;626161.0711681226 5803811.932478629;625506.3564786583 5800324.4571683705;PersonalVehicle
27183;07:01:24;630778.3303468548 5808706.442221731;625506.3564786583 5800324.4571683705;PersonalVehicle
25850;07:01:24;627672.8819692598 5809156.510601891;630377.2935286161 5799276.878224155;PersonalVehicle
23685;07:01:24;631689.9562766174 5802098.778675199;630661.8394774082 5801017.504778628;PersonalVehicle
22490;07:01:25;634266.520278123 5803737.794336154;630467.6870562502 5803163.118489869;PersonalVehicle
4827;07:01:25;625748.7369675284 5804150.9861093145;625506.3564786583 5800324.4571683705;PersonalVehicle
19342;07:01:25;630204.4739375806 5802194.512164635;631520.2020985855 5804006.384095511;PersonalVehicle
11150;07:01:25;625495.2665135056 5806727.877555828;627609.9908187053 5803115.660426181;PersonalVehicle
5066;07:01:25;625495.2665135056 5806727.877555828;631952.8769783764 5807152.082884503;PersonalVehicle
21186;07:01:25;632440.8308395381 5804220.512740262;625506.3564786583 5800324.4571683705;PersonalVehicle
16612;07:01:26;627856.4182253291 5801222.962138002;629035.6005312671 5801134.498969448;PersonalVehicle
15076;07:01:26;627139.5979865439 5801793.093526335;627875.4688415291 5803237.629602106;PersonalVehicle
3930;07:01:26;627522.5795772852 5803109.028415354;625506.3564786583 5800324.4571683705;PersonalVehicle
20116;07:01:26;631166.5800736618 5803321.681209337;628806.2135138725 5800808.219494563;PersonalVehicle
20215;07:01:27;631350.1557969329 5803408.651378673;631520.2020985855 5804006.384095511;PersonalVehicle
24237;07:01:27;631719.9843048863 5800141.20905741;630377.2935286161 5799276.878224155;PersonalVehicle
13517;07:01:27;628551.9822915582 5802345.406438221;629035.6005312671 5801134.498969448;PersonalVehicle
7286;07:01:27;625495.2665135056 5806727.877555828;628025.0861307916 5807066.513094128;PersonalVehicle
37630;07:01:27;634266.520278123 5803737.794336154;629965.3964437387 5804616.69259505;PersonalVehicle
15679;07:01:27;628288.6225977639 5802002.028728083;625506.3564786583 5800324.4571683705;PersonalVehicle
39556;07:01:27;627498.1724596496 5810012.366902584;628025.0861307916 5807066.513094128;PersonalVehicle
